City,Date,Time,Anomaly_Upload_Download_Ratio,Consistency_External_Connections,DNS_Response_Time,Change_Traffic_Type,Latency_Variability,Response_Service_Disruptions,Changes_Network_Topology,Throttling_Traffic_Management,End_Point_Issues,Network_Jitter,Historical_Data_Analysis,Server_Response_Time,Correlation_Third_Party_Services,Frequent_IP_Address_Changes,Unplanned_Maintenance,Comparative_Subnet_Performance,Connection_Drops_Handovers
Tehran,9/17/2023,4:10:00 PM,1.38,45,12,48,50,66,0,74,71,36.39,13,280,91,1,1,39,55
Tehran,9/17/2023,4:20:00 PM,1.49,85,129,62,35,27,0,10,39,49.54,44,20,13,1,0,9,13
Tehran,9/17/2023,4:30:00 PM,1.46,94,70,73,23,32,0,48,34,25.55,9,251,1,1,1,49,65
Tehran,9/17/2023,4:40:00 PM,1.42,39,57,6,49,37,0,36,91,22.01,24,204,36,1,0,20,94
Tehran,9/17/2023,4:50:00 PM,1.25,7,105,80,48,80,1,65,1,16.73,6,142,13,0,0,22,89
Tehran,9/17/2023,5:00:00 PM,0.68,7,64,48,31,36,1,44,39,3.44,93,284,43,0,1,93,47
Tehran,9/17/2023,5:10:00 PM,0.67,10,183,0,38,5,1,51,52,12.36,3,63,48,1,1,93,73
Tehran,9/17/2023,5:20:00 PM,1.31,15,129,9,36,81,1,61,42,16.51,29,72,94,0,0,3,100
Tehran,9/17/2023,5:30:00 PM,0.53,29,158,78,14,27,1,38,27,47.58,4,267,94,0,0,50,27
Tehran,9/17/2023,5:40:00 PM,1.46,12,81,28,18,26,1,42,25,6.7,6,98,60,1,0,14,53
Tehran,9/17/2023,5:50:00 PM,0.85,69,43,61,0,78,1,83,35,48.6,99,171,6,0,1,48,74
Tehran,9/17/2023,6:00:00 PM,1.03,89,35,22,19,10,0,86,79,5.84,96,91,60,0,0,8,93
Tehran,9/17/2023,6:10:00 PM,0.83,26,138,80,29,84,1,90,12,13.93,79,146,49,1,1,37,92
Tehran,9/17/2023,6:20:00 PM,0.98,78,155,49,46,37,1,18,69,0.85,9,187,26,0,0,78,51
Tehran,9/17/2023,6:30:00 PM,0.75,63,163,8,49,27,0,48,9,25.51,76,297,63,0,1,20,100
Tehran,9/17/2023,6:40:00 PM,0.92,66,24,55,16,91,1,91,16,42.36,81,73,37,0,0,13,97
Tehran,9/17/2023,6:50:00 PM,1.11,26,143,0,38,97,1,16,69,17.26,28,199,66,1,1,87,56
Tehran,9/17/2023,7:00:00 PM,0.72,11,37,68,18,21,0,93,54,24.43,87,102,30,1,0,91,46
Tehran,9/17/2023,7:10:00 PM,1.34,22,24,74,4,98,1,44,67,41.95,7,20,75,1,0,27,9
Tehran,9/17/2023,7:20:00 PM,0.91,81,168,76,20,83,0,33,7,10.42,41,278,73,0,0,66,59
Tehran,9/17/2023,7:30:00 PM,1.18,49,84,32,0,93,1,96,6,49.8,92,133,64,0,0,59,29
Tehran,9/17/2023,7:40:00 PM,1.23,18,148,79,11,33,0,69,70,32.4,100,136,29,1,0,53,39
Tehran,9/17/2023,7:50:00 PM,0.9,63,198,36,29,19,0,30,42,26.26,14,176,49,1,1,96,51
Tehran,9/17/2023,8:00:00 PM,1.22,8,29,60,32,24,0,25,60,2.04,45,105,10,1,1,3,6
Tehran,9/17/2023,8:10:00 PM,0.52,76,164,64,34,94,1,7,84,38.39,79,56,22,1,0,18,92
Tehran,9/17/2023,8:20:00 PM,0.68,10,172,65,28,79,0,18,53,49.74,97,58,76,0,0,11,35
Tehran,9/17/2023,8:30:00 PM,1.05,59,46,52,28,46,1,65,94,30.69,3,13,59,0,0,10,79
Tehran,9/17/2023,8:40:00 PM,0.88,98,166,19,36,32,0,70,60,15.66,88,86,11,0,1,72,8
Tehran,9/17/2023,8:50:00 PM,0.91,64,139,47,12,72,0,35,51,1.85,41,155,71,0,0,55,85
Tehran,9/17/2023,9:00:00 PM,0.68,21,109,95,11,97,0,67,34,41.95,24,266,51,1,0,26,25
Tehran,9/17/2023,9:10:00 PM,0.62,60,147,71,50,53,0,18,35,3.45,15,97,42,1,1,71,31
Tehran,9/17/2023,9:20:00 PM,0.57,97,91,36,28,22,1,21,57,17.9,74,246,26,0,0,85,9
Tehran,9/17/2023,9:30:00 PM,0.6,3,114,85,47,33,0,94,95,8.83,50,238,96,1,0,36,45
Tehran,9/17/2023,9:40:00 PM,1.08,94,71,14,13,87,1,51,29,3.38,88,68,25,1,0,38,71
Tehran,9/17/2023,9:50:00 PM,0.6,86,131,100,33,46,1,44,72,31.4,65,93,76,0,1,64,79
Tehran,9/17/2023,10:00:00 PM,1.39,92,58,60,45,59,1,83,13,43.42,12,102,8,1,0,94,59
Tehran,9/17/2023,10:10:00 PM,1.46,98,102,75,31,60,1,80,12,27.58,41,28,22,0,1,48,84
Tehran,9/17/2023,10:20:00 PM,0.81,15,81,95,17,96,0,15,83,6.33,59,179,63,1,1,59,47
Tehran,9/17/2023,10:30:00 PM,0.96,67,47,88,3,70,1,20,87,39.09,67,270,50,0,1,77,19
Tehran,9/17/2023,10:40:00 PM,1,86,15,49,15,4,0,38,9,46.89,10,83,96,0,0,92,95
Tehran,9/17/2023,10:50:00 PM,0.89,2,81,38,32,16,1,47,24,46.14,55,283,35,1,1,43,31
Tehran,9/17/2023,11:00:00 PM,1.43,31,105,45,5,97,0,87,20,29.47,88,173,74,1,0,54,60
Tehran,9/17/2023,11:10:00 PM,0.91,77,106,31,3,90,0,8,8,11.5,95,296,20,0,1,2,98
Tehran,9/17/2023,11:20:00 PM,1.48,83,64,87,17,79,0,56,42,48.82,49,33,36,1,0,79,4
Tehran,9/17/2023,11:30:00 PM,0.89,93,85,60,17,86,1,76,48,4.85,79,72,53,1,0,17,90
Tehran,9/17/2023,11:40:00 PM,0.57,34,21,52,5,23,0,33,91,10.11,39,77,74,0,1,73,99
Tehran,9/17/2023,11:50:00 PM,0.64,79,69,95,46,16,0,28,76,9.69,38,270,3,1,1,32,11
Tehran,9/18/2023,12:00:00 AM,1.34,25,182,81,16,6,0,5,4,26.77,31,268,3,1,0,11,71
Tehran,9/18/2023,12:10:00 AM,1.46,53,30,53,3,78,0,37,72,40.05,45,16,52,1,0,80,8
Tehran,9/18/2023,12:20:00 AM,1.42,35,158,4,44,95,1,99,24,8.45,51,240,15,0,1,82,70
Tehran,9/18/2023,12:30:00 AM,1.33,99,66,5,49,12,0,56,24,23.38,29,247,21,0,0,53,14
Tehran,9/18/2023,12:40:00 AM,1.4,67,53,97,18,39,0,99,79,6.96,36,204,88,0,1,100,74
Tehran,9/18/2023,12:50:00 AM,0.74,25,144,60,22,35,1,87,37,36.46,7,259,53,0,0,23,88
Tehran,9/18/2023,1:00:00 AM,0.92,98,32,96,28,14,0,25,13,22.09,52,84,92,0,0,80,68
Tehran,9/18/2023,1:10:00 AM,1.29,9,47,38,28,2,0,42,42,21.03,81,259,36,1,0,23,9
Tehran,9/18/2023,1:20:00 AM,1.12,18,158,28,34,50,0,74,57,24.03,48,89,67,1,1,92,16
Tehran,9/18/2023,1:30:00 AM,0.94,47,21,65,10,40,1,63,72,29.69,90,86,33,0,1,3,25
Tehran,9/18/2023,1:40:00 AM,1.36,38,141,58,20,68,0,8,73,7.28,45,24,72,1,1,69,43
Tehran,9/18/2023,1:50:00 AM,0.78,79,52,0,10,55,0,12,41,12.86,73,281,90,1,1,55,89
Tehran,9/18/2023,2:00:00 AM,1.5,57,130,41,22,1,0,3,12,33.29,65,262,77,1,0,16,85
Tehran,9/18/2023,2:10:00 AM,1.22,96,80,91,33,36,1,0,4,4.74,8,284,94,0,1,89,66
Tehran,9/18/2023,2:20:00 AM,1.08,60,94,39,16,37,1,4,23,18.96,62,179,51,0,0,67,70
Tehran,9/18/2023,2:30:00 AM,1.34,100,13,7,43,54,1,1,33,22.59,90,117,57,1,0,81,64
Tehran,9/18/2023,2:40:00 AM,1.03,33,134,11,20,62,0,94,52,1.45,33,87,35,1,0,76,88
Tehran,9/18/2023,2:50:00 AM,1.19,25,191,0,7,81,1,49,10,12.36,57,264,8,0,1,96,93
Tehran,9/18/2023,3:00:00 AM,1.41,46,128,55,41,17,0,63,93,3.99,26,28,3,1,0,91,9
Tehran,9/18/2023,3:10:00 AM,0.89,81,142,72,5,72,1,99,62,30.66,37,122,77,0,0,70,29
Tehran,9/18/2023,3:20:00 AM,1.48,90,55,97,14,81,1,84,3,24.95,75,281,63,1,0,74,76
Tehran,9/18/2023,3:30:00 AM,1.24,44,180,89,44,84,0,75,98,32.8,27,277,40,1,1,75,32
Tehran,9/18/2023,3:40:00 AM,1.28,7,154,4,22,6,1,95,64,26.46,70,13,45,0,1,29,21
Tehran,9/18/2023,3:50:00 AM,1.38,69,20,16,7,70,1,90,11,29.59,100,154,21,1,0,99,80
Tehran,9/18/2023,4:00:00 AM,0.67,19,189,25,50,15,1,73,76,21.76,21,271,58,1,1,44,100
Tehran,9/18/2023,4:10:00 AM,1.29,44,14,90,32,99,0,81,99,2.79,13,162,97,1,0,61,59
Tehran,9/18/2023,4:20:00 AM,1.4,57,40,79,41,50,1,54,11,32.58,36,300,73,0,0,49,22
Tehran,9/18/2023,4:30:00 AM,0.59,50,112,88,10,90,0,41,69,12.73,77,117,82,0,1,46,15
Tehran,9/18/2023,4:40:00 AM,0.98,89,36,9,41,47,1,94,47,3.65,51,283,69,1,1,82,31
Tehran,9/18/2023,4:50:00 AM,1.27,86,101,77,0,91,1,82,43,28.28,38,213,12,1,0,3,61
Tehran,9/18/2023,5:00:00 AM,1.16,33,58,3,47,11,1,23,50,19.73,49,33,67,0,0,82,44
Tehran,9/18/2023,5:10:00 AM,1.14,23,148,34,32,13,1,97,81,42.84,95,209,2,1,0,83,22
Tehran,9/18/2023,5:20:00 AM,0.74,76,46,81,36,1,1,67,84,5.8,47,153,100,1,0,96,18
Tehran,9/18/2023,5:30:00 AM,1.03,67,63,24,23,37,1,80,97,44.99,76,288,21,0,0,29,89
Tehran,9/18/2023,5:40:00 AM,1.35,64,123,63,4,97,1,79,42,28.88,95,41,3,1,1,44,25
Tehran,9/18/2023,5:50:00 AM,0.63,75,44,14,3,65,1,58,52,2.48,19,22,52,0,1,51,94
Tehran,9/18/2023,6:00:00 AM,0.86,67,81,21,43,97,0,73,90,11.68,87,67,94,1,1,38,81
Tehran,9/18/2023,6:10:00 AM,1.06,52,91,67,39,35,0,90,24,15.91,92,55,10,1,0,7,86
Tehran,9/18/2023,6:20:00 AM,0.71,15,120,9,13,94,0,43,98,31.01,66,117,19,0,0,69,98
Tehran,9/18/2023,6:30:00 AM,1.17,14,150,88,49,76,1,28,74,37.68,15,178,100,0,0,43,21
Tehran,9/18/2023,6:40:00 AM,0.78,56,59,96,32,69,1,0,91,12.87,89,196,70,1,0,90,76
Tehran,9/18/2023,6:50:00 AM,0.91,26,60,31,26,76,0,4,66,21.21,78,269,98,0,1,71,20
Tehran,9/18/2023,7:00:00 AM,0.81,73,67,41,23,50,1,3,35,13.76,17,235,76,0,1,19,31
Tehran,9/18/2023,7:10:00 AM,1.35,55,185,71,2,71,1,16,38,46.14,59,147,37,0,1,90,91
Tehran,9/18/2023,7:20:00 AM,0.91,64,114,79,33,41,1,95,100,49.99,8,273,42,1,1,81,40
Tehran,9/18/2023,7:30:00 AM,0.51,94,100,64,40,53,1,74,89,23.51,28,294,77,0,0,26,2
Tehran,9/18/2023,7:40:00 AM,1.4,14,171,44,32,48,0,49,59,21.84,16,23,7,0,0,25,65
Tehran,9/18/2023,7:50:00 AM,0.75,0,147,96,49,70,1,99,26,21.81,77,252,100,1,0,76,1
Tehran,9/18/2023,8:00:00 AM,1.37,54,52,5,47,75,0,25,46,6.48,47,147,57,0,1,33,69
Tehran,9/18/2023,8:10:00 AM,1.02,10,40,46,27,74,1,30,9,34.55,79,160,75,0,0,92,47
Tehran,9/18/2023,8:20:00 AM,0.73,17,200,30,42,96,0,34,2,28.92,47,255,87,1,1,94,54
Tehran,9/18/2023,8:30:00 AM,1.2,34,110,16,4,39,0,23,23,0.94,30,63,13,1,1,52,81
Tehran,9/18/2023,8:40:00 AM,0.85,67,18,49,50,31,0,87,14,14.83,45,21,79,1,0,13,64
Tehran,9/18/2023,8:50:00 AM,0.83,27,110,76,37,71,0,30,81,1.61,68,272,89,1,0,97,68
Tehran,9/18/2023,9:00:00 AM,1.45,100,174,2,44,14,0,19,21,13.03,28,44,2,0,0,22,42
Tehran,9/18/2023,9:10:00 AM,0.68,76,28,86,8,13,0,83,57,6.53,58,70,94,0,0,81,15
Tehran,9/18/2023,9:20:00 AM,1.26,82,161,42,46,5,1,79,4,19.44,25,22,81,0,1,36,6
Tehran,9/18/2023,9:30:00 AM,1.42,86,20,12,25,21,1,95,75,14.52,58,14,42,1,1,82,16
Tehran,9/18/2023,9:40:00 AM,1.31,78,146,12,44,21,0,55,58,21.12,81,172,97,0,0,53,43
Tehran,9/18/2023,9:50:00 AM,0.79,30,19,0,9,57,0,67,42,40.34,71,212,38,0,0,24,35
Tehran,9/18/2023,10:00:00 AM,0.98,75,25,74,8,11,1,54,100,38.75,13,256,2,1,1,39,40
Tehran,9/18/2023,10:10:00 AM,0.54,25,11,90,26,17,0,35,40,40.63,35,38,29,1,0,100,34
Tehran,9/18/2023,10:20:00 AM,0.96,81,166,19,9,19,1,12,57,43.24,10,232,64,1,0,86,52
Tehran,9/18/2023,10:30:00 AM,0.55,34,148,59,24,72,1,31,30,30.73,46,185,39,0,1,17,6
Tehran,9/18/2023,10:40:00 AM,0.94,46,138,57,30,84,0,13,87,46.33,86,276,4,1,0,37,87
Tehran,9/18/2023,10:50:00 AM,0.69,15,129,46,46,45,1,60,48,26.59,45,39,57,1,0,66,5
Tehran,9/18/2023,11:00:00 AM,0.99,60,29,64,11,24,1,33,24,11.1,99,13,58,1,1,36,9
Tehran,9/18/2023,11:10:00 AM,1.04,36,94,95,11,11,0,7,26,1.37,56,187,95,1,1,57,91
Tehran,9/18/2023,11:20:00 AM,1.25,1,92,76,0,77,1,67,95,15.37,77,174,2,1,0,19,7
Tehran,9/18/2023,11:30:00 AM,1.48,76,154,78,8,92,1,83,19,24.68,80,233,46,0,1,74,30
Tehran,9/18/2023,11:40:00 AM,0.57,0,16,40,35,61,0,15,71,35.14,72,187,41,0,1,3,28
Tehran,9/18/2023,11:50:00 AM,0.94,67,150,30,42,11,1,83,53,34.64,89,257,21,1,0,93,0
Tehran,9/18/2023,12:00:00 PM,1.09,91,115,93,47,55,0,3,29,1.55,83,120,31,1,1,3,4
Tehran,9/18/2023,12:10:00 PM,1.19,60,38,99,42,90,1,74,94,0.73,23,235,6,1,1,43,6
Tehran,9/18/2023,12:20:00 PM,0.63,34,151,22,50,79,1,6,53,4.92,25,186,35,1,1,78,31
Tehran,9/18/2023,12:30:00 PM,1.49,86,174,12,30,64,0,53,76,32.11,25,244,27,1,0,97,35
Tehran,9/18/2023,12:40:00 PM,1.28,30,28,6,21,90,0,68,28,37.74,31,155,47,1,0,90,95
Tehran,9/18/2023,12:50:00 PM,0.77,2,162,89,29,57,1,22,11,24.5,0,77,53,0,0,57,53
Tehran,9/18/2023,1:00:00 PM,0.9,53,25,38,12,61,1,4,57,30.89,78,155,62,1,0,27,8
Tehran,9/18/2023,1:10:00 PM,0.85,6,123,10,40,97,1,74,54,25.92,20,296,58,0,0,76,26
Tehran,9/18/2023,1:20:00 PM,0.87,60,61,53,40,56,1,32,49,39.06,75,132,5,0,0,22,33
Tehran,9/18/2023,1:30:00 PM,1.32,43,179,22,16,96,1,52,44,42.16,16,241,85,0,1,65,76
Tehran,9/18/2023,1:40:00 PM,0.81,100,193,12,14,0,0,42,95,11.31,95,291,72,0,0,99,61
Tehran,9/18/2023,1:50:00 PM,0.93,95,111,34,32,47,0,72,26,1.42,72,146,63,0,1,5,7
Tehran,9/18/2023,2:00:00 PM,0.66,78,37,51,39,13,1,27,40,7.41,81,257,86,1,0,13,70
Tehran,9/18/2023,2:10:00 PM,0.8,24,187,19,22,48,0,12,83,6.69,32,216,19,0,0,43,13
Tehran,9/18/2023,2:20:00 PM,1.14,91,101,95,31,82,1,77,4,26.73,8,86,11,0,1,18,41
Tehran,9/18/2023,2:30:00 PM,1.25,11,85,54,33,72,1,82,93,14.1,88,231,89,0,0,52,28
Tehran,9/18/2023,2:40:00 PM,0.67,13,156,84,37,2,0,55,95,27.56,64,121,53,1,0,55,1
Tehran,9/18/2023,2:50:00 PM,1.29,33,133,45,39,12,1,7,38,39.59,5,205,87,0,1,98,46
Tehran,9/18/2023,3:00:00 PM,0.74,1,199,90,8,80,1,3,72,37.13,59,274,95,1,0,32,76
Tehran,9/18/2023,3:10:00 PM,0.61,59,31,18,31,38,1,98,58,49.12,88,127,95,0,0,63,57
Tehran,9/18/2023,3:20:00 PM,0.67,46,139,66,21,0,0,37,7,22.87,31,64,8,1,0,80,6
Tehran,9/18/2023,3:30:00 PM,1.48,30,162,92,24,5,1,55,20,31.1,13,185,70,0,1,52,89
Tehran,9/18/2023,3:40:00 PM,1.08,70,108,63,10,63,0,26,14,36.78,17,14,55,1,1,40,82
Tehran,9/18/2023,3:50:00 PM,1.24,26,153,24,28,15,1,66,68,2.62,31,82,15,0,0,71,77
Tehran,9/18/2023,4:00:00 PM,0.59,44,198,74,19,73,0,39,60,43.4,94,265,38,1,1,28,9
Tehran,9/18/2023,4:10:00 PM,1.03,57,20,39,39,59,1,45,52,25.32,6,140,8,0,0,76,99
Tehran,9/18/2023,4:20:00 PM,0.56,32,166,66,35,72,0,37,70,24.46,22,279,7,1,0,17,14
Tehran,9/18/2023,4:30:00 PM,1.13,99,127,41,37,100,1,22,39,24.84,88,43,60,1,1,12,8
Tehran,9/18/2023,4:40:00 PM,0.86,90,162,80,2,85,0,46,67,37.99,65,142,63,0,1,98,7
Tehran,9/18/2023,4:50:00 PM,0.74,41,181,96,7,2,1,70,26,23.95,7,264,97,1,0,96,81
Tehran,9/18/2023,5:00:00 PM,0.91,94,149,56,44,21,0,90,13,33.52,65,91,73,0,1,0,96
Tehran,9/18/2023,5:10:00 PM,1,58,74,80,49,4,0,8,96,32.58,52,194,61,0,0,26,1
Tehran,9/18/2023,5:20:00 PM,0.68,87,39,100,50,89,1,93,99,23.81,50,226,79,1,0,98,31
Tehran,9/18/2023,5:30:00 PM,0.59,47,162,4,20,95,0,82,40,32.06,26,223,65,0,0,45,74
Tehran,9/18/2023,5:40:00 PM,0.56,40,61,8,49,0,0,44,88,19.25,78,14,89,1,1,97,49
Tehran,9/18/2023,5:50:00 PM,1.16,67,133,40,42,90,1,95,84,38.25,43,15,3,1,0,47,54
Tehran,9/18/2023,6:00:00 PM,0.95,62,73,84,17,24,1,82,45,30.32,73,65,86,1,1,8,59
Tehran,9/18/2023,6:10:00 PM,0.87,17,117,83,15,32,1,80,31,47.99,61,101,11,0,1,86,0
Tehran,9/18/2023,6:20:00 PM,1.26,44,47,32,49,8,1,44,19,49.93,70,294,26,0,0,56,23
Tehran,9/18/2023,6:30:00 PM,1.12,64,73,56,15,77,1,4,93,40.3,99,210,77,1,1,12,71
Tehran,9/18/2023,6:40:00 PM,1.05,75,67,72,34,28,1,60,64,29.41,76,209,54,1,0,85,78
Tehran,9/18/2023,6:50:00 PM,0.67,42,86,43,28,27,0,18,82,22.25,13,134,97,1,0,91,86
Tehran,9/18/2023,7:00:00 PM,0.93,67,53,2,11,6,0,34,93,32.08,60,55,9,1,0,54,79
Tehran,9/18/2023,7:10:00 PM,0.52,9,143,10,4,28,1,94,13,10.93,64,67,97,0,0,64,60
Tehran,9/18/2023,7:20:00 PM,1.24,59,137,29,0,17,0,95,52,23.63,60,114,66,1,0,46,73
Tehran,9/18/2023,7:30:00 PM,1.49,28,179,20,6,77,0,5,33,31.26,45,56,7,1,0,5,29
Tehran,9/18/2023,7:40:00 PM,0.59,94,79,14,12,10,0,18,51,25.27,97,210,73,0,0,25,76
Tehran,9/18/2023,7:50:00 PM,1.19,51,103,35,24,79,1,24,100,23.82,10,208,18,0,0,70,14
Tehran,9/18/2023,8:00:00 PM,0.87,47,123,83,26,12,1,4,22,45.93,89,297,98,0,1,45,95
Tehran,9/18/2023,8:10:00 PM,0.5,94,139,97,11,19,0,18,94,8.41,93,198,72,0,0,97,37
Tehran,9/18/2023,8:20:00 PM,0.85,88,157,64,43,60,1,76,1,10.68,36,22,96,0,1,18,9
Tehran,9/18/2023,8:30:00 PM,0.5,91,106,37,9,16,0,47,57,27,19,87,24,1,1,49,85
Tehran,9/18/2023,8:40:00 PM,0.76,34,79,34,48,76,1,45,44,44.42,91,135,13,1,0,53,100
Tehran,9/18/2023,8:50:00 PM,0.78,70,144,45,47,45,1,26,76,38.73,18,252,52,0,1,94,11
Tehran,9/18/2023,9:00:00 PM,0.66,38,133,72,11,13,0,12,86,43.19,80,281,71,0,0,79,61
Tehran,9/18/2023,9:10:00 PM,1.04,11,81,36,2,36,0,22,65,12.13,62,156,99,1,0,2,7
Tehran,9/18/2023,9:20:00 PM,1.13,53,188,73,21,94,0,33,16,49.74,72,38,50,0,0,1,76
Tehran,9/18/2023,9:30:00 PM,1.15,76,64,99,45,80,1,9,89,29.28,26,72,47,1,1,7,33
Tehran,9/18/2023,9:40:00 PM,1.11,83,12,16,20,47,1,100,43,21.23,5,256,87,0,0,2,77
Tehran,9/18/2023,9:50:00 PM,1.49,90,173,25,28,11,1,19,50,42.57,89,16,68,1,0,67,5
Tehran,9/18/2023,10:00:00 PM,1.47,33,186,67,40,16,1,27,59,1.67,59,10,3,0,0,51,34
Tehran,9/18/2023,10:10:00 PM,1.16,54,170,97,33,26,0,11,90,45.2,95,15,14,1,1,61,8
Tehran,9/18/2023,10:20:00 PM,1.38,26,162,3,47,58,0,44,64,41.48,19,144,81,1,1,42,4
Tehran,9/18/2023,10:30:00 PM,1.15,20,23,59,5,89,1,72,34,25.36,11,247,44,1,1,8,55
Tehran,9/18/2023,10:40:00 PM,0.72,98,167,78,6,19,0,35,24,17.81,74,109,19,0,0,15,11
Tehran,9/18/2023,10:50:00 PM,1.03,65,15,74,11,47,0,86,32,21.75,3,55,2,1,0,18,51
Tehran,9/18/2023,11:00:00 PM,1.45,38,131,0,24,57,0,10,91,11.01,44,148,100,1,1,64,40
Tehran,9/18/2023,11:10:00 PM,1.3,66,187,41,49,34,1,49,26,33.86,62,131,96,1,0,65,90
Tehran,9/18/2023,11:20:00 PM,1.06,96,13,88,44,30,0,32,70,37.76,45,79,33,1,1,60,32
Tehran,9/18/2023,11:30:00 PM,0.98,68,163,66,38,83,1,69,49,37.26,78,206,7,0,1,79,97
Tehran,9/18/2023,11:40:00 PM,0.76,95,171,32,23,36,0,58,30,22.1,24,26,16,0,0,31,54
Tehran,9/18/2023,11:50:00 PM,1.27,3,164,90,34,78,0,12,23,38.15,30,26,40,1,0,1,20
Tehran,9/19/2023,12:00:00 AM,1.33,5,19,5,50,75,1,98,88,19.07,65,76,53,1,0,64,8
Tehran,9/19/2023,12:10:00 AM,0.53,98,184,67,34,97,1,21,75,0.56,20,270,76,1,0,57,92
Tehran,9/19/2023,12:20:00 AM,0.54,62,46,74,46,46,1,4,4,9.11,93,127,68,1,1,57,63
Tehran,9/19/2023,12:30:00 AM,1.24,75,30,58,32,83,0,94,45,38.87,33,29,4,0,1,62,20
Tehran,9/19/2023,12:40:00 AM,0.89,76,92,83,8,18,0,2,3,44.59,84,92,32,0,1,73,52
Tehran,9/19/2023,12:50:00 AM,1.02,50,147,94,42,11,0,88,85,28.02,36,148,77,1,1,51,46
Tehran,9/19/2023,1:00:00 AM,1.45,24,170,79,20,47,1,73,3,31.55,11,284,87,0,0,40,0
Tehran,9/19/2023,1:10:00 AM,0.79,0,46,53,38,23,0,17,60,16.87,48,165,53,1,1,15,34
Tehran,9/19/2023,1:20:00 AM,0.99,75,66,50,49,17,0,68,84,39.3,33,90,6,1,0,77,65
Tehran,9/19/2023,1:30:00 AM,0.93,44,191,41,12,5,1,19,87,11.83,48,175,97,0,1,66,31
Tehran,9/19/2023,1:40:00 AM,1.15,89,182,89,19,94,1,94,94,12.05,43,19,88,1,1,66,52
Tehran,9/19/2023,1:50:00 AM,1.27,24,35,16,29,57,0,68,26,29.13,83,40,78,0,0,53,74
Tehran,9/19/2023,2:00:00 AM,0.96,31,104,94,22,2,0,73,23,14.49,13,70,3,1,0,14,66
Tehran,9/19/2023,2:10:00 AM,1.01,85,107,43,28,52,1,58,67,11.93,75,63,52,1,0,80,72
Tehran,9/19/2023,2:20:00 AM,0.58,47,145,15,41,88,1,5,61,37.38,67,92,95,0,1,15,92
Tehran,9/19/2023,2:30:00 AM,1.33,80,19,32,6,49,1,46,30,9.19,38,55,100,1,1,73,99
Tehran,9/19/2023,2:40:00 AM,0.86,76,22,6,26,68,0,6,58,22.45,33,65,79,1,0,66,5
Tehran,9/19/2023,2:50:00 AM,0.81,61,96,46,17,95,1,32,90,44.71,1,70,86,0,0,92,28
Tehran,9/19/2023,3:00:00 AM,1.14,64,34,81,23,55,1,82,10,34.93,77,189,38,1,0,84,54
Tehran,9/19/2023,3:10:00 AM,0.72,58,72,43,17,67,1,84,89,30.97,9,294,58,0,0,27,55
Tehran,9/19/2023,3:20:00 AM,1.1,54,117,70,40,44,1,70,30,31.03,32,182,93,0,0,26,90
Tehran,9/19/2023,3:30:00 AM,0.6,19,191,50,40,54,0,25,40,19.11,75,107,98,0,1,65,91
Tehran,9/19/2023,3:40:00 AM,1.36,13,114,47,35,68,0,19,14,49.58,81,50,53,1,1,93,82
Tehran,9/19/2023,3:50:00 AM,0.51,58,96,98,45,28,1,2,9,27.68,27,253,67,1,1,82,46
Tehran,9/19/2023,4:00:00 AM,0.51,20,70,87,47,57,1,92,81,46.14,73,142,25,0,1,36,93
Tehran,9/19/2023,4:10:00 AM,0.71,98,114,82,39,7,0,84,47,44.44,95,205,33,0,0,45,87
Tehran,9/19/2023,4:20:00 AM,0.69,86,167,33,40,65,0,21,58,26.66,21,124,93,0,1,12,80
Tehran,9/19/2023,4:30:00 AM,1.38,56,161,39,48,3,0,64,84,31.15,27,251,4,0,1,33,9
Tehran,9/19/2023,4:40:00 AM,0.93,84,57,9,44,16,1,2,17,31.91,85,105,22,0,1,38,42
Tehran,9/19/2023,4:50:00 AM,0.68,41,53,97,44,34,1,36,2,49.33,69,297,2,0,1,4,35
Tehran,9/19/2023,5:00:00 AM,1.32,12,48,81,21,55,1,79,96,20.9,87,212,35,0,0,52,90
Tehran,9/19/2023,5:10:00 AM,1.44,20,188,99,4,81,1,35,25,3.09,39,293,25,0,1,51,84
Tehran,9/19/2023,5:20:00 AM,1.38,69,30,52,39,74,0,43,16,19.82,82,257,32,0,0,58,96
Tehran,9/19/2023,5:30:00 AM,0.73,98,16,22,14,57,1,9,20,48.13,76,74,77,0,1,100,23
Tehran,9/19/2023,5:40:00 AM,1.39,44,197,84,35,91,1,21,81,36.33,100,181,85,1,1,35,8
Tehran,9/19/2023,5:50:00 AM,1.25,9,195,9,8,49,0,35,49,24.37,95,166,30,0,0,90,6
Tehran,9/19/2023,6:00:00 AM,0.95,95,183,42,22,35,0,49,47,45.6,65,157,71,0,1,53,9
Tehran,9/19/2023,6:10:00 AM,1.25,46,195,80,31,55,1,53,42,40.56,96,266,97,1,1,30,71
Tehran,9/19/2023,6:20:00 AM,1.1,97,116,34,41,3,1,48,40,9.6,34,149,78,0,1,7,96
Tehran,9/19/2023,6:30:00 AM,1.38,69,154,52,7,31,0,27,93,28.64,3,117,78,1,1,97,17
Tehran,9/19/2023,6:40:00 AM,0.72,83,25,71,43,43,1,55,100,16.29,26,157,18,0,1,88,91
Tehran,9/19/2023,6:50:00 AM,1.17,73,133,88,39,96,1,79,18,49.59,14,133,96,0,1,64,38
